Phone,VMailMessage,DayMins,EveMins,NightMins,IntlMins,CustServCalls,DayCalls,EveCalls,NightCalls,IntlCalls,AccountLength,IntlPlan
337-2348,41,215.5,241.8,147,9.6,1,95,92,108,3,121,0
342-8702,0,124.8,257.2,193.2,13.4,0,66,85,115,4,101,0
393-5802,0,178.7,271,245.9,16.4,2,114,96,94,5,115,0
384-2219,0,183.2,179.2,292.8,9.9,2,131,73,100,5,168,0
347-6164,0,167.5,139.1,138.4,13,1,96,104,87,1,90,0
376-9940,0,147.1,200,234.9,12.5,3,105,135,65,9,70,0
354-4352,0,230.1,212,174.9,13.2,1,107,120,119,4,138,0
331-8713,0,135.8,163.2,229.8,12.6,0,125,88,106,3,43,0
341-3663,20,205.7,136.1,159.4,8.7,2,98,107,147,3,117,0
376-4665,0,73.8,143.4,170.2,10.9,2,105,114,98,3,108,0
421-9034,0,189.3,233.5,270.9,10,2,119,112,104,1,118,0
401-5169,0,147.2,161.9,142.1,7.2,3,115,123,103,6,169,0
370-8262,42,137.3,184.2,231.4,10.2,0,95,94,70,3,62,0
387-2041,0,70.7,211,174.6,0,2,125,113,107,0,86,0
356-4146,0,204.6,205.2,164.6,10.7,0,117,94,84,5,44,0
372-8883,0,123.1,213.9,184.9,12,5,88,84,88,2,111,0
336-1880,19,129.7,160.8,265,12.2,2,115,101,63,3,127,0
347-5843,0,198.7,209.5,281.9,12.4,0,70,106,126,4,151,1
370-8023,0,145.1,233.7,208.7,7.9,2,116,82,95,5,53,0
417-9814,0,135.2,152.5,224.8,8.4,2,101,79,83,5,15,0
387-3422,28,124.7,250.4,216.4,7.8,1,105,78,128,8,123,0
365-1664,0,215.9,145.4,186.9,12.1,1,76,118,129,4,137,0
367-2436,0,119.2,228.4,197.9,8.4,2,142,139,61,9,106,0
344-6258,0,144.3,156.4,214.7,7.8,3,116,74,90,10,88,0
353-8928,0,235.2,220.6,236.3,11.8,1,121,87,91,4,106,0
365-7784,0,174,281.1,197.2,9.7,0,57,118,94,2,95,0
330-2635,0,115,122.3,245,6.4,0,65,96,75,1,57,1
344-3131,0,151.7,178.5,229.1,13.1,2,93,77,111,8,184,0
378-4294,0,153.1,234.1,329.2,9.9,3,102,77,74,9,109,0
343-9365,0,218.6,149.9,204.6,9.2,2,93,130,131,5,127,0
362-5579,0,265.2,178.7,174.7,10.7,2,122,102,90,9,82,0
366-7616,0,143.3,180.5,184.2,10.1,1,134,113,87,4,180,0
397-2870,0,190.3,252.7,220.6,7.2,2,98,70,97,9,174,0
408-3262,0,184.7,262,239.5,12.3,2,60,73,120,6,92,0
372-9091,0,115.3,224.7,152.5,18,1,99,117,98,2,81,0
410-3159,0,113,169.2,156.6,9.2,2,108,107,61,5,125,0
344-5181,0,294.2,232.5,195,9,0,100,53,64,1,119,0
396-8662,0,215.6,167.8,207,6.4,3,86,59,67,8,122,0
339-6446,0,128.8,208.7,202.1,14,1,80,93,103,7,34,0
384-7236,28,211.2,312.5,178,10.7,3,117,98,118,2,138,1
353-5257,24,71.2,181.6,186.9,12.9,1,82,103,111,1,90,0
369-7295,0,94.9,253.2,175.1,14.2,2,121,83,86,2,73,0
408-5322,0,259.4,269.7,175.3,9.5,1,116,109,130,3,19,0
344-9620,28,215.8,285.2,192.1,6.9,1,123,76,78,3,120,0
329-8436,0,97.5,268.1,255.3,13.2,3,113,69,62,4,160,0
414-6739,0,146.5,169.9,238.8,8.2,0,121,125,112,5,141,0
406-1730,0,157.9,234,210,12.2,2,72,93,86,5,90,0
336-9327,0,139.9,223.6,240.8,12.7,2,117,96,93,4,72,0
378-7418,21,153.2,263.3,135,11.9,1,112,110,85,7,117,0
412-6019,0,103.5,319.3,239.9,8.4,2,134,111,124,4,79,1
390-4789,0,185.8,192.3,200,6.6,1,119,83,96,4,87,0
386-9774,0,129.5,354.2,145.5,10.9,1,56,118,93,3,102,0
353-8970,0,236.6,220.9,146.8,8.9,1,91,146,114,2,49,0
410-5370,0,260.4,208.2,207.9,10,6,107,104,115,2,67,0
404-4421,0,167.3,163.9,185.9,6.7,2,100,79,100,5,107,0
409-3353,0,182.2,212.3,233,9.3,2,101,95,123,4,190,0
422-2571,0,113,150.1,204.3,10.8,2,80,87,115,4,118,0
412-3404,0,185.7,235.1,256.4,16.9,0,133,149,78,6,120,0
333-2964,0,136.2,165.1,137.9,9.6,0,114,118,71,5,94,0
406-6669,29,222.6,190.3,201.2,11.5,1,81,109,87,2,115,0
409-8802,0,197.3,264.5,210.5,9,1,67,106,116,6,61,0
354-6183,33,141.4,186.4,210,7.7,1,130,114,111,6,143,0
354-2434,0,208,95.1,178.5,8,1,69,94,129,11,110,0
389-7620,0,118.5,177.8,255.7,12.1,1,92,109,98,4,104,0
338-1724,0,153.2,229.7,148.2,10.7,1,65,90,94,8,16,0
399-1750,0,108.3,183.6,176.6,13.5,0,87,116,109,2,183,0
354-8914,0,168.6,187.7,216.5,14.4,2,92,107,95,8,147,0
409-2983,0,247.2,303.7,105.4,9.3,2,116,103,94,2,58,0
329-9689,0,224.2,243.3,147.8,12,3,81,90,66,8,102,1
337-8950,0,166.9,221.8,243.9,12.8,3,98,77,114,4,123,0
374-1836,43,118.4,144.1,158.1,8.5,1,100,108,91,6,64,0
359-9454,0,190.9,226.6,230.1,7.8,2,62,53,96,3,103,0
378-9542,0,317.8,152.9,123.4,10.4,1,60,100,63,7,152,0
344-1970,0,312,180,168.6,12.8,1,112,109,94,4,124,0
417-2774,0,146,203,151.8,13.3,1,121,141,120,2,97,0
333-9002,0,131.6,179.3,251.2,15.5,1,95,109,129,3,131,0
369-8576,33,193.4,231.6,226.2,11.1,2,105,79,90,11,57,0
372-6920,0,185.1,213,196.1,8.5,2,92,85,85,5,157,0
333-6575,0,193.3,169,225.2,11.8,0,106,150,122,4,194,0
410-1190,0,146.4,196.5,230.1,7.8,1,107,99,106,2,66,0
376-1641,0,71.2,304.4,183.3,8.6,0,90,119,103,4,155,0
329-6731,0,123.2,190,170.3,12.9,4,104,117,95,5,123,0
393-3976,0,205,140.9,272.6,7.5,2,90,114,96,4,116,0
388-7355,0,128.7,240.8,237.7,12.8,1,78,133,121,6,63,0
412-7791,0,216.9,211,179.8,11.4,3,78,115,116,5,64,0
368-6111,0,150,218.5,212.4,9.8,3,122,116,89,1,96,0
401-9420,0,164.1,206,194.7,11.4,1,106,56,124,2,53,0
352-5750,0,212,226.6,193.6,8.9,3,113,128,114,7,105,0
417-3702,37,167.3,194.7,236.7,12,2,99,99,112,9,53,0
353-5714,0,154.4,217.2,185.4,13.9,1,130,101,52,4,101,0
409-9494,30,177.3,211.8,240.2,9.3,3,95,102,108,7,129,0
395-1901,0,231.2,267.8,240.3,8.8,1,141,136,100,5,122,0
378-8342,0,202.9,178.6,203.8,12.8,5,100,46,116,3,163,0
417-6044,0,149.6,200.7,181.2,14.3,0,120,85,107,9,93,0
348-1163,0,345.3,203.4,217.5,11.8,1,81,106,107,8,115,1
337-4600,0,264.9,281.2,166.1,8.4,1,80,66,80,4,25,0
355-5922,0,122,138.3,224.2,5.8,1,92,114,128,5,73,0
369-5810,0,177.2,270.4,231.5,14,2,88,99,90,2,120,0
340-8291,0,133.1,206.5,221.6,10.3,1,80,120,96,8,196,0
354-7397,0,225.1,279.5,233.8,8.8,0,90,127,103,4,97,0
407-7464,0,208.4,174.4,310.7,11.2,1,120,99,105,4,148,0
386-6411,30,173.1,247.2,158.7,11.5,1,107,101,104,5,85,0
397-3746,0,162.4,167,128.9,11.4,2,131,102,118,2,86,1
410-5236,13,281.2,178.2,244.2,6.4,2,93,101,129,5,78,0
409-2412,0,208.3,169.4,102,15.9,3,89,67,90,4,106,0
400-7280,38,243.4,273.8,282.9,14.1,2,126,109,91,8,147,0
332-5820,0,224.2,314.9,182.9,16.1,1,89,121,121,3,145,0
373-4483,0,189.3,239.3,89.7,9.9,3,100,107,89,3,91,0
347-6717,46,168.3,270.9,222.5,6.7,4,124,103,98,2,81,0
380-2929,24,232.9,152.1,344.3,10.7,1,90,94,82,6,116,0
420-7692,37,155,142.4,143.7,5.9,1,98,105,117,4,69,0
380-6437,0,154.4,203.8,158.7,11.8,0,130,90,59,3,135,0
377-8309,0,234.7,195.7,253.4,8.4,2,102,110,71,8,73,0
407-2718,0,240,141,128.9,7.1,1,88,117,137,9,48,0
357-1938,0,298.4,270.5,107.3,12.2,0,78,142,84,2,125,1
381-3735,0,166,236.1,134.3,10.9,1,102,97,93,4,100,0
409-8453,33,111.6,213.3,267.6,16,0,140,111,115,3,165,0
395-6758,0,174.5,180.2,179,10.7,2,98,103,89,2,64,0
399-5424,27,175.5,210.6,294.8,6.9,1,137,60,121,5,116,1
409-4671,35,157.5,189.6,227,11.1,3,109,67,76,2,147,1
374-6525,0,206.2,176.4,297.1,11,1,113,102,119,7,115,0
406-8665,35,207.5,201,164.5,7.5,4,138,116,107,16,84,0
342-7716,16,144.8,206.2,255.4,11.6,4,105,111,117,2,86,0
417-2221,0,258.8,129.5,193.6,10.9,2,85,114,106,7,134,0
376-5213,0,226.9,182.2,203.9,11.6,0,106,77,107,2,105,0
348-7448,0,152.9,171.2,257,12,2,119,107,106,5,88,0
328-8179,27,156.7,236.5,123.2,12.6,2,51,118,111,6,90,0
389-4602,0,150.8,295.9,247.2,12.5,1,85,88,104,1,86,0
413-2238,0,221,204.5,118,6.8,4,126,110,98,3,37,0
402-3370,32,322.4,283.2,209.5,6.7,1,92,107,111,3,141,0
348-6008,0,153.6,262.1,225.5,9.8,2,148,87,99,3,148,0
371-5655,22,215.1,138.9,146.2,12.4,2,91,102,109,2,163,0
374-5224,35,174.4,196.7,127.4,11.8,1,108,100,74,3,89,0
371-1187,0,180.5,230,232.5,10.6,0,126,98,73,3,63,0
337-1100,0,123.1,182,244.6,12.6,2,106,102,75,7,102,0
421-8141,0,165.7,257.4,170.8,10,1,94,80,114,4,76,0
406-2678,0,200.2,118.7,236.6,6,2,92,87,65,6,104,0
415-9649,0,154.8,287.7,208.4,5.9,3,82,109,80,9,109,0
364-8128,0,125.4,261.5,241.6,11.4,2,116,95,104,9,105,0
356-7817,33,184.2,312.6,264,12.2,1,111,89,55,4,63,0
404-6357,24,274.7,193.5,299.6,10.8,3,99,118,109,3,105,0
398-2138,39,142,241.6,302,11.3,1,140,89,72,5,68,1
378-8029,21,151.5,147.8,210.4,10,1,99,89,114,4,63,1
386-4215,0,124.8,133,160.3,10.6,3,114,121,85,7,74,0
367-8156,0,179.2,222.9,188.2,12.4,0,85,66,113,2,76,0
382-8079,0,246.4,182,157.6,12.1,2,110,98,106,2,91,1
354-2985,0,232.7,186.4,153.3,11.5,5,114,123,122,6,101,0
373-6922,0,288,255.8,233.4,13.4,0,120,90,99,4,116,0
397-7125,23,170.8,236.7,294.5,12.7,1,145,93,100,1,131,0
333-6296,0,216.1,197.5,217.8,9.8,1,114,107,104,3,84,0
365-6022,0,138.7,215.4,164.3,4.9,2,100,58,98,4,104,0
365-1688,0,210.7,238.7,253.6,9.2,3,112,73,90,5,108,0
382-4872,0,181.8,158.1,266.2,9.7,0,117,91,123,9,111,0
367-6136,30,61.6,255.1,225.9,12.4,1,103,110,96,5,155,0
404-3592,0,207.7,196.7,261.7,6.8,1,85,112,83,3,66,0
415-2949,0,219.2,167,161.4,10,1,73,65,119,5,64,0
375-8880,0,227,258.7,169.7,8.9,2,122,111,87,1,69,0
335-6832,0,245.9,240.1,158.7,8.9,3,73,87,89,5,116,0
361-8367,0,257.3,184.8,108.9,13.5,0,84,115,109,7,101,0
408-2002,0,121.1,216,235.1,16.1,2,130,86,33,5,15,0
347-8659,0,301.5,257.7,132.9,13.4,4,136,72,118,2,88,0
376-2922,0,233.9,218.9,182.9,9.5,0,96,111,109,3,197,0
382-2182,0,99.6,308.7,161.2,13.7,2,108,102,62,6,50,1
408-2089,0,169.8,183.1,395,12.7,2,123,94,72,7,172,0
369-6890,26,198.8,166.6,198.5,14.4,1,115,67,118,3,188,1
347-2951,0,116.2,229.7,204.2,10.1,3,86,127,109,3,85,1
420-6324,0,255.9,140.9,308.9,12.1,1,128,92,130,2,103,1
402-7650,27,187.7,221,145.7,10,3,84,147,110,4,136,0
391-2702,21,195.9,213.9,88.2,8.6,0,91,84,111,4,155,0
383-3375,0,129.4,185.4,204.7,1.1,2,97,101,106,2,145,0
392-2733,12,221,151,179,9,2,108,118,80,6,116,0
397-9933,0,140.5,186.8,227,9.5,2,92,96,89,5,152,0
383-9306,0,277.9,155.8,256.9,9.2,0,123,112,71,10,65,1
369-1929,0,224.9,250,216.1,6.7,3,105,101,73,5,180,0
369-4377,0,109.1,217.4,188.4,12.8,0,117,124,141,6,67,0
366-9430,0,207.8,123.5,291.6,5.7,0,109,112,115,9,60,0
353-7407,0,205.9,257.1,209,12.1,0,96,94,63,8,138,0
359-7426,0,308.6,150.8,198.7,7.3,4,139,94,66,3,44,0
332-7391,0,242.6,209,219.7,14.4,2,69,117,82,6,25,0
405-6559,0,229.6,138.1,250.8,3.3,1,82,103,109,3,145,0
338-8784,28,166,233.9,170.1,7.7,2,62,88,84,3,122,0
415-6347,0,144.8,200.6,208.8,13.3,0,126,82,81,9,121,0
354-5058,0,106.1,123.5,96.4,12.9,0,77,100,92,3,55,1
342-5701,0,221.8,166,210.2,13.2,1,84,125,72,4,77,0
378-4179,0,204.6,212.5,182.1,9.8,2,98,90,95,7,12,0
407-6391,0,213.5,166.6,122,14.1,3,93,114,78,3,64,0
404-3105,44,152,274.9,162.4,10,2,95,73,121,1,92,0
390-9735,29,260.8,163.7,271.7,17,1,81,112,117,6,125,1
350-4820,0,166.4,317,160.4,10,1,117,129,121,2,160,0
383-8807,0,177.9,167.3,223.7,15.2,0,83,84,142,8,79,0
366-8382,0,235.1,196.8,259.7,7,3,97,104,110,7,36,0
402-9704,0,186.8,173.7,250.9,9.7,2,92,123,131,4,102,0
405-2209,0,268.4,174.4,193.5,11.6,1,81,115,96,4,138,1
397-3939,0,192.1,249.8,132.6,7.3,3,95,94,100,3,164,0
343-2689,0,240.7,269.4,187.1,10.1,0,82,85,74,3,125,0
383-9448,0,179.9,149.8,168.2,9.8,2,113,112,79,7,72,0
359-6232,0,314.1,222.4,259,12.3,3,86,99,121,5,74,0
369-9772,41,162,324.7,160.1,11.9,0,82,77,112,5,134,0
381-7003,0,175.8,274.3,226.6,12.4,1,89,119,69,4,145,0
352-6732,0,109.4,207.5,135,11.6,0,91,111,107,5,136,0
388-7540,0,255.1,230.6,218,8.5,3,124,110,69,5,209,0
356-3333,0,208.7,173.3,264.7,8.3,3,84,88,107,3,66,1
333-9664,20,214.6,96.6,170.7,7.9,1,108,82,145,5,152,0
363-3763,0,49.2,143.9,203,12.1,1,121,136,97,13,162,0
345-7900,0,141.3,134.9,227.5,11.2,2,133,96,97,3,72,0
400-5511,0,253.2,237.9,154.3,9.7,4,89,114,85,7,101,0
381-7597,0,206,198.1,135.9,13.2,0,128,71,116,3,125,0
404-9775,0,40.4,172.4,145.1,9,2,105,83,89,2,46,0
389-4608,0,291.2,234.2,191.7,8.9,1,104,132,87,3,132,0
403-1742,31,71.2,124.7,155.5,11.7,0,58,105,108,3,193,0
328-9797,0,261.8,245,202.1,14.7,0,69,135,94,4,63,0
359-9223,0,191.3,261.5,182.3,10,1,134,113,111,3,124,0
336-7696,0,133.3,255.5,228.6,11.6,0,101,127,68,2,144,0
369-2214,24,183.6,203.8,166.9,6,2,138,90,89,3,116,0
411-1325,30,155.2,195.5,170.1,15.4,1,116,50,108,6,189,0
410-7553,28,283.1,185.4,312.8,6.1,1,93,98,78,8,97,0
376-4284,50,186.5,178,215.6,12.1,2,94,106,100,4,137,0
334-2800,38,163.3,136,249.1,4.3,0,104,114,127,6,142,0
369-1904,0,203.4,182.9,213.7,13.8,1,125,88,121,2,84,0
359-3833,19,178.1,212.8,226.3,10,1,110,100,123,6,119,0
348-5569,0,195.9,89.1,302.2,10.3,1,103,95,82,3,158,0
342-1960,0,295.3,127.4,166.8,9.6,1,127,100,105,6,50,0
352-9050,0,136.1,156.3,158.8,10.1,2,82,118,83,5,98,0
390-5316,24,114.1,161.5,176.3,13,2,95,86,90,9,101,0
418-8568,0,279.1,180.5,217.5,9.5,2,124,108,104,11,182,0
401-4844,0,169.3,139.5,197,12,0,111,69,87,3,51,0
376-5471,0,214.4,138,148.7,9.9,2,94,149,102,1,117,0
409-2917,0,255.8,142.7,181.2,11.7,0,125,111,101,3,92,1
369-6308,0,148.2,285.1,166.4,6.2,2,71,91,155,3,86,0
357-7385,0,119.3,223.9,211.9,8.7,2,93,103,122,4,122,0
405-7119,27,192.3,199.9,244.2,14.8,1,137,115,112,8,156,0
405-3309,0,245.2,217.2,243.1,13.9,0,91,92,128,6,127,0
384-4938,0,216.2,363.7,126.7,16.9,5,106,86,123,2,130,1
377-2725,0,172.4,256.6,235.3,0,2,114,69,104,0,158,0
405-6398,30,175.3,153.3,233.6,11.1,1,107,116,85,3,145,1
355-9366,26,169,188.8,213.3,13.3,0,104,104,76,3,90,1
403-1128,27,2.6,254,242.7,9.2,3,113,102,156,5,127,0
384-9682,0,184.1,211.7,243,9.9,1,143,105,116,2,109,0
352-5393,0,181.9,151.5,143,7.5,1,90,87,100,3,88,0
395-1229,9,160.1,210,139.1,10.8,0,116,121,65,9,101,0
361-9195,0,189.8,173.7,257.1,10.3,0,122,85,84,1,171,0
351-6366,0,223.2,216.5,214.7,12.4,1,142,114,111,2,21,0
346-4919,31,216,225.1,234.7,10.7,2,94,123,109,1,145,0
354-9068,0,198.5,266.6,243.3,8,2,124,100,80,7,90,0
369-2743,0,159.5,195.4,102.4,7.1,1,115,118,86,7,33,0
343-1347,40,105,180.6,174.1,10.2,2,78,100,115,2,61,0
336-5495,0,204.5,162.4,155,13.4,3,108,110,102,1,107,0
376-4292,0,274,231.8,283.6,6.2,0,92,82,83,1,147,0
391-8677,0,158.7,181.7,177.3,7.7,2,84,91,67,10,117,0
350-7273,0,229.9,202.4,171.4,14.2,1,116,110,105,6,95,0
400-6454,0,137.8,187.7,146.4,8.7,1,97,118,85,6,186,0
422-3052,0,179.4,270.4,191,7.9,0,94,92,88,4,128,0
365-6756,39,139.3,178.3,246.5,8.1,3,101,117,104,1,55,0
406-4158,0,7.8,171.4,186.5,12.9,2,86,100,80,2,134,0
383-4641,23,183.1,147.4,350.2,11.3,1,88,89,108,7,96,0
368-5165,0,206.9,262.4,149.3,10.7,0,79,117,69,3,107,0
378-2432,0,140,153.7,50.1,12.5,2,106,101,87,1,123,0
362-4159,0,179.2,283.3,285.4,5.8,2,59,101,83,7,35,0
363-7979,0,177.4,240.3,237.3,12,0,136,104,133,3,74,0
334-9818,0,115.6,167.8,141.8,12.6,1,129,104,124,9,130,0
352-5787,0,237.3,176.7,263.4,14.2,0,103,84,81,4,137,1
332-3617,0,181.5,187,220.3,10.5,1,116,119,96,7,88,0
327-9957,0,51.5,164,169.4,9.5,3,90,98,80,4,80,0
338-7527,19,155.7,185.4,192.7,8.2,3,104,118,116,2,116,0
348-8711,23,245,265,239.7,14.9,2,88,105,108,3,123,0
421-3226,0,131.7,163.1,201.1,10.7,1,99,109,116,3,120,0
391-4358,0,111.1,313.4,215.7,10.5,1,126,95,82,6,146,1
379-2523,9,88.5,324.8,79.9,8.2,3,100,109,86,4,106,0
419-2369,44,116,150.1,246.8,12,1,85,120,98,2,121,0
382-1227,0,155.5,133.1,253.1,9.1,1,81,94,77,2,137,0
409-5749,30,106.5,225.7,188.6,5.7,2,65,108,61,3,84,0
362-7951,31,175.2,199.2,219.8,13.2,1,68,73,99,6,67,0
415-3537,0,154.7,177.8,172.9,5.9,4,84,125,90,2,161,0
373-3959,34,247.2,225.5,186.3,6.1,2,105,133,76,5,134,0
358-1346,32,218.4,236.7,192.2,13.2,0,93,132,137,3,62,1
381-8422,24,227.5,234.9,166.4,9,1,81,71,128,13,120,0
360-9005,30,185,249.5,157.8,7.4,0,117,141,103,7,130,0
344-5967,0,186.8,253.4,273.1,12.3,2,89,51,105,6,20,0
396-6390,0,158.8,211.8,198.1,10.3,1,119,105,101,3,68,0
346-5036,0,208.7,212.8,178.1,8.5,0,150,104,98,4,112,0
328-7252,0,185.9,212,282.3,11.3,3,95,98,81,4,77,0
360-1745,0,222.5,169.7,264.3,9,2,74,75,94,3,109,0
358-2046,0,201.1,170.7,237.4,11.6,3,101,86,113,3,108,0
344-6935,17,167.9,243.7,211.9,9.1,1,114,93,114,2,79,0
401-9665,0,239.1,243.5,230.9,10.9,3,88,79,92,3,119,0
399-5291,0,175.7,211.8,137.9,9.2,5,109,97,109,3,38,0
409-6588,29,111.2,263.5,224.7,9,6,90,98,128,6,109,0
358-5721,0,87.7,214.8,201.3,10.8,1,74,58,147,6,78,0
414-7446,0,244.1,246.9,200,7.2,0,99,111,133,2,134,0
329-9517,27,165,127.3,284.4,7.7,2,89,118,95,4,47,0
415-9553,27,127.4,103.3,164.2,9.1,0,110,99,73,3,59,0
413-3177,0,194.8,292.7,224.6,5.5,0,106,103,82,3,151,0
347-5113,0,54.7,256.1,176.6,11.1,1,131,105,135,4,129,0
330-2662,27,283.4,224.1,241.3,14.4,2,104,152,63,7,107,0
330-5824,0,258,246.5,173.2,10.9,0,112,117,100,3,137,1
411-1261,0,90.5,211.7,194.9,9.3,1,142,75,76,2,76,0
329-8788,0,235.6,115.9,185.4,16.2,0,132,129,136,2,24,0
333-7869,0,142.5,231.4,131.2,10,2,82,110,67,4,169,0
399-4800,0,54,179.3,247.2,10.2,1,68,96,101,8,30,0
402-2072,0,214.8,131,216.9,9.4,3,87,114,104,3,70,0
403-6187,0,251.4,196.6,192,11,0,118,80,53,2,52,1
355-2872,0,139,250.7,286.2,6.1,4,99,108,87,3,3,0
386-2970,0,117.3,208.7,203.4,14.4,2,114,105,98,2,38,0
389-6081,0,264,132.2,177.7,10.6,3,108,75,91,8,104,0
348-7556,0,82.6,204,224.2,9.1,1,105,99,122,4,27,0
334-9163,28,175.8,253.6,128.5,11.4,1,126,76,72,5,166,1
411-4293,0,220.4,211.2,259.3,13.6,2,100,79,112,8,13,0
375-5562,0,217,152.3,134.3,11.8,2,104,83,109,4,52,0
386-3823,25,129,290,177.1,11.6,1,77,110,110,5,114,0
364-6445,0,150.5,152.9,215.9,3.5,1,106,112,86,3,156,0
383-2251,42,193.3,263.3,214.4,11.1,0,66,85,97,4,90,0
351-3169,0,189.5,103.8,180.6,10.8,2,122,95,106,5,62,0
413-6380,33,137.8,235.5,268.1,11,2,95,128,70,6,82,0
380-9674,0,129.3,142.7,258.3,12.3,3,80,101,89,4,52,0
345-2319,0,115.6,213.6,218.4,10.7,1,77,100,72,6,146,0
377-5441,23,221.9,254.7,250.5,7.2,2,114,84,117,5,120,0
358-3692,0,263.7,186.5,195.3,18.3,1,113,103,99,6,130,0
400-5831,0,61.3,194.4,143.1,11.4,1,91,94,80,9,90,0
357-5995,0,183.8,164.7,111,10.1,1,113,110,87,4,147,1
391-2159,0,167.4,143.8,140.1,10.3,0,68,74,111,3,159,0
398-5954,27,154.1,195.3,276.7,13.2,4,122,150,86,2,74,0
385-6175,0,252,170.2,209.2,5.7,0,101,105,64,5,130,0
334-2961,0,163.1,291.7,96.4,11.2,0,94,108,111,3,155,1
405-4303,0,198.3,187,133.5,16.6,2,80,89,96,4,87,0
406-4100,0,324.7,236.4,187.6,13.1,0,48,82,78,5,81,0
352-4401,0,128.3,215.3,143.7,14.3,2,78,120,140,9,99,0
347-1473,0,187.9,200.5,202.6,10.2,2,110,101,125,11,131,0
347-2016,0,129.2,214.1,214.9,10.3,5,71,68,100,4,89,0
388-8948,0,125.5,128.9,251.9,6.3,4,106,96,129,6,123,1
402-5509,26,257.2,224.3,204,12.6,1,108,122,118,4,130,0
367-2598,0,124.6,146.4,169.4,10.5,1,90,70,95,6,99,0
370-5001,0,175.1,216.9,243.7,9.9,1,144,69,146,3,36,0
332-3693,0,124.3,173.4,256.3,7.5,3,91,105,109,5,87,0
403-9766,0,271.6,156,136.3,11.6,2,130,131,108,9,139,0
363-2407,0,219.9,143.3,130.6,11.7,1,80,117,69,7,189,0
395-9214,33,183.3,201.4,177.4,10.4,3,115,87,84,15,96,0
351-8894,0,101.1,214.4,179.5,10.3,2,119,67,112,5,112,0
406-5003,0,203.3,228.9,222.2,14.3,1,70,97,118,3,75,0
398-1332,35,175.4,190,138.7,10.5,2,88,65,94,3,178,0
363-8033,0,266,214.6,306.2,14.2,2,97,94,100,2,112,0
333-1012,41,171.6,136.1,183.4,10.8,0,110,78,103,7,108,0
391-6260,0,78.7,225.6,150.4,14,0,98,102,106,8,100,0
336-1353,20,211.9,215.1,238.5,9.4,0,110,120,107,2,121,0
365-5629,0,63.7,195.8,210.1,10,1,101,95,87,6,116,0
349-4397,0,173.4,213.7,141.5,11.5,1,100,74,69,4,161,0
380-3910,0,237.7,207.1,182.2,4.5,0,98,121,95,4,19,1
354-7820,0,225.9,162.8,272.1,10.1,1,123,106,85,4,104,0
338-9952,32,173,209.4,231.1,12.2,0,101,93,91,4,119,1
405-1821,0,224.9,143.8,198.9,8,0,102,87,105,2,125,0
329-8669,0,237.7,181.5,185.7,7.7,1,122,91,151,4,156,0
328-8808,0,137,217,182.1,10,2,128,116,86,5,109,0
409-3018,0,142.5,176.1,189.6,8.2,2,109,107,88,3,95,0
421-5994,0,142.4,126.2,274.2,4.6,1,126,118,71,4,90,0
354-4448,21,147,197.3,267.4,8.7,2,112,43,93,3,105,0
352-5081,0,220.3,188.6,278.4,10.6,1,124,101,98,4,101,0
401-7803,0,149.2,260.7,201,8.1,1,96,116,120,2,95,0
420-6052,0,204.4,137.5,226,10,0,88,111,100,4,123,0
352-6084,0,216.8,207.3,228.6,5.6,1,77,117,117,2,160,0
388-8583,28,308,247.8,152.9,7.4,1,123,128,103,3,141,0
415-3158,0,58,67.5,185.9,11.5,0,125,116,136,3,87,0
402-9304,0,173.2,236.2,240.2,11.8,2,80,94,84,6,81,0
341-1916,19,210.3,241.8,215.7,13.1,4,90,87,102,3,75,0
381-2745,24,58.9,305.5,158.9,12.1,0,125,90,73,6,126,0
402-5014,0,236.8,167.1,280.2,9.7,3,102,87,115,3,28,0
399-8846,0,228.9,160.7,203.1,12.5,0,102,136,109,2,153,0
328-9267,32,90,276.3,185.2,8.6,2,87,113,107,6,97,0
348-7224,0,146.7,106.2,197.7,11.1,2,128,74,104,4,115,0
336-2190,0,237.3,154,237,11.2,1,83,65,105,6,95,0
376-4705,0,162.8,229.6,332.7,13.6,0,118,91,94,3,17,1
381-4076,20,186.9,256.3,334.7,8.9,1,114,91,104,2,105,0
348-8464,0,86.1,259.8,148,9.1,2,100,113,79,9,121,0
412-7020,0,212.3,215.4,186.8,11.3,2,89,127,73,2,125,0
386-8432,0,151,120.6,152.8,9.2,2,98,119,81,2,124,0
337-1802,0,158.6,130.4,229.8,6.9,2,67,96,80,5,35,0
366-1084,0,296,226.4,246.8,12.3,0,93,117,98,10,134,0
352-4182,32,212.3,251.5,208.7,6.6,3,77,78,85,2,123,0
368-5628,0,234.4,179.3,285.5,10.4,3,61,111,117,6,124,0
333-8996,0,176.8,187.5,196.8,6.5,2,92,97,88,3,133,0
353-2557,19,157.3,257.7,190.4,9.6,0,123,94,107,6,185,0
356-8621,26,146.6,172.8,173.8,10,1,68,67,113,2,1,0
354-6942,0,260.5,102.4,129.7,9.8,1,108,110,148,5,107,0
377-9829,20,146.1,277.4,137.7,6.2,1,98,104,100,3,91,0
348-4660,0,124.5,141.2,268.2,11.4,2,134,78,113,2,178,1
410-5199,0,209.4,237.4,239.2,9.8,1,49,117,98,11,123,0
397-6542,0,285.7,167.5,260,8.7,1,44,144,97,4,170,0
333-4492,0,190.9,161.4,231.9,8.4,1,44,109,100,2,135,0
